1	qid:1296909	求推荐日本踏春赏樱之旅行程安排！5-7天。	算了吧，到时候哪哪都是中国人，还特别贵。	0	41
1	qid:1039510	2个人日本关西地区7日自由行日元兑换	就多准备一些呗，交通和吃饭都是需要钱的，其他的可以刷卡，交通钱是可以计算的，比如你计划好了去哪些地方，需要乘坐哪些交通工具，都可以给个预算，但是吃就预算不了了，想我这样的吃货见到吃的完全没有抵抗力，建议你多准备一些，十万多应该差不多。	0	6
1	qid:1039510	2个人日本关西地区7日自由行日元兑换	好羡慕你有男朋友，而我这只单身狗只能跟单身狗结伴去玩，首先住宿的话，肯定是要提前在国内预定好的，抛开住宿就只剩下吃，交通，大买特买，吃的话西关消费水平还好，类似北上广吧，一顿吃的还不错的也就三四百这样，交通的话你买个地铁七日卡，随便刷，出行还是很方便的，买东西的话，这边好多地方都可以直接刷支付宝，还有银联卡，出国的话，推荐使用出国卡或者是华夏银行的卡，相对起来性价比特别高。	0	6
1	qid:1039510	2个人日本关西地区7日自由行日元兑换	七天两个人啊，那每天最少要按一万块来计算啊，就算你购物什么都刷卡，但是交通和吃饭有一部分不能刷卡啊，你就要多准备一些现金，要不然到时候没有现金了，真的是很难受的一件事。你就按照一天一万日元来准备吧。	0	6
1	qid:1032835	日本哪些转运公司比较好？	这个我可以告诉你，你去那里的话是不需要交很多税的，但是有一些手续费到了之后可以送货上门。	0	6
1	qid:1032835	日本哪些转运公司比较好？	他的依然吗？还是价格不是很高，和国内也差不多，然后就是你要送东西的话是有公斤数的限制的，所以说你还是在网上查一查比较好。	0	6
1	qid:1061657	日本有哪些吃货必去的殿堂级美食街？	我觉得呢，这个问题我是很有发言权的，当年的日本留学的那个闺蜜给我总结过一次。	0	6
1	qid:1061657	日本有哪些吃货必去的殿堂级美食街？	为了不让你们看的眼花呢我把几张经典的照片拼在一起，如果你们想了解更多的话呢可以看一下我的游记。	0	6
1	qid:1061657	日本有哪些吃货必去的殿堂级美食街？	动漫迷那去日本是为了朝圣，而居民们去日本是为了追星，铁路，明年去日本呢，就是为了情怀。	0	6
1	qid:1026934	从内地途经澳门坐船去香港机场飞日本可以吗	你是飞往香港的，到澳门需要用港澳通行证。	0	6
1	qid:1026934	从内地途经澳门坐船去香港机场飞日本可以吗	你吃护照和香港飞日本的机票是不可以去澳门的。回国的时候使用有效证件，入境就行了。如果还有疑问可以致电。	0	6
1	qid:1026934	从内地途经澳门坐船去香港机场飞日本可以吗	入境方面会有问题你是香港的航班，不能到达澳门，要是用港澳通行证和澳门签证才能入境澳门。	0	6
1	qid:1125430	日本711里有ATM可以取款，是有银联标识的ATM机吗？	日本自助取款机取钱是没有任何问题的，而且他们这里是比较人性化的，通常来日本旅行的游客中国占30%，所以说在大街上或者是在ATM机上都可以看见有中国字的标识，你按照它所给你的提示进行操作就是完全没有问题的，如果遇见特殊情况，你也可以拨打上面的热线进行询问.	0	6
1	qid:1125430	日本711里有ATM可以取款，是有银联标识的ATM机吗？	每次在日本这里取款都是出小票的，而且每一个上面都是有银联标志的，在这里取款也是比较放心的，而且他们的汇率和中国是同步的，上面有中文的操作，也有日文的操作，很方便，而且简单易懂，你不需要过多的考虑别的事情，如果还有哪些不知道的，你也可以提前在网上进行查找。	0	6
1	qid:1125430	日本711里有ATM可以取款，是有银联标识的ATM机吗？	正在日本留学，我们每次取钱都是在自动取款机的房子里面取的，而且取款是很方便的，很快捷，但是至于你提的有没有银联标识，这个还是真没在意过，你可以去当地的银行办理相关的业务，然后和业务员取得联系，跟他们咨询相关的事宜也是可以的。	0	6
1	qid:1104500	日本大阪购物买点什么	日本的东西有很多都是非常小巧并且多功能的，可能和他们的环境有关系吧，所以推荐你买一些小玩意儿，比如说切分水果的工具呀之类的，一般都非常的让人大开眼界的，还有就是药妆，如果要给妈妈或者是女朋友买东西药妆一定是首选的，种类特别多，而且对皮肤的养护作用确实是非常不错的。	0	6
1	qid:1104500	日本大阪购物买点什么	这要看你有什么需求了，如果是想买女性的，可以去药妆店看看，那边有好多药妆店，卖的东西种类比较齐全，而且效用确实不错，如果是男士想要一些打火机手表之类的，也可以去周边商场逛逛，品牌也比较齐全，其他的生活用品商店里都有卖的，也不必要非得在这边买，总之就要看你具体想买什么了。	0	6
1	qid:1087968	五一去日本好吗,合适吗,五一去日本怎么样,好玩吗	日本经济非常的发达，而且对很多游客来说充满了吸引力。日本的文化独特而精致，既受到中国古典文化的影响，同时又有着自己的独特的特色，来到日本既可以看到保持传统风俗特色之美的古都，也能够看到繁华大城市的风貌，同时日本的自然生态是非常的良好的，而且美食是非常的健康和精致的，同时这里的交通、服务也是非常的完善的。日本还有非常有特色的樱花、红叶和温泉，所有这些都使日本拥有了无穷的魅力，每年吸引众多的游人到日本来游玩。而且，相对于其他亚洲国家来说，到日本来购物是非常的合适的，所以也吸引了众多的购物爱好者到日本来购物。日本的季节变化非常的明显，四季是非常的分明的，而且四季都有自己独特的风貌，相对来说，春天和秋天是最适宜旅游的季节。3到5月份的时候，日本的樱花盛开，而且呈现由南到北逐渐绽放的趋势，到了9到11月份的时候，枫叶又开始由北向南逐渐变红，很多游人会乐此不疲的去追樱和追枫。6到8月的时候，日本会比较的热，所以很多人会选择到日本海滨浴场或者是山中去避暑，这段时间许多地区会举行非常热闹的传统祭典，游客可以和大家一起去观赏烟火大会，是非常的热闹的。7月中旬的时候，到北海道的富良野去欣赏那里的彩虹花田，会带给大家非常愉悦的享受。12月份到2月份，是日本的冬天，这段时间天气也会比较的冷，但是这段时间可以到北方去滑雪，去泡温泉，也可以到冲绳去避寒，去观赏鲸鱼，都是非常不错的选择。	0	6
1	qid:1157782	日本个人旅游签证拒签高吗，女的一个人	签证通过主要就是看你提交的材料怎么样，也就是说你的资金证明能不能说服得了他们，尤其是去一些发达国家，你一定要提供足够的证明条件来证明你在自己的国家生活条件是非常不错，这样他们就不会担心你会不回来了，或者担心你移民。而且你在旅行社那儿办理签证的话，你都是要交一定的押金的，不过等你回来押金旅行社会返还给你的。	0	6
1	qid:1157782	日本个人旅游签证拒签高吗，女的一个人	去日本旅行，没有过拒签记录，每个人700。但是你在办理签证的时候需要提供酒店的订单，还有机票的行程单句。你可以在网上搜索一下。大概七个工作日就能拿到签证。	0	6
1	qid:1157782	日本个人旅游签证拒签高吗，女的一个人	不知道你具体是想办理哪一种签证，有旅游签证和探亲访友签证。基本上办理的都是旅游签证，你需要提供你的机票，还有你的资产，收入，在职，酒店，房产证，主要就是资产证明，如果证明你的资产和收入是不存在问题的话，基本上都可以顺利签证。	0	6
1	qid:1074861	日本迪斯尼3月天气怎么样？日本迪斯尼穿衣指南？日本迪斯尼注意事项	东京迪士尼乐园是来自于日本东京市，东京迪士尼乐园是美国迪士尼乐园与日本公司联合建设出来的，东京迪士尼乐园在亚洲国家来说是当之无愧的第一游乐园，东京迪士尼乐园占地面积46公顷，主要是根据美国迪士尼乐园修建而成的。东京迪士尼乐园主要为七个旅游景区，比较受欢迎的就是西部乐园和明日乐园。景区内会有许多的表演节目，而且也会举行各种各样的游乐活动。东京3月份最高气温为13℃，最低气温为6℃。穿衣指南东京3月份平均气温在6℃到13℃，早晚的温差会比较大一些，而且天气也会比较冷。白天的时候我们可以穿上薄一点的毛呢大衣或者是羊绒外套，如果感觉怕冷的话，可以穿薄一点的棉服或者是羽绒服。外套里面的话可以穿上加绒的衬衫或者是打底衫。由于晚上的气温下降的比较快，最好穿一条保暖秋裤搭配薄一点的牛仔裤或者是紧身裤，这样穿起来会比较好看，鞋子的话可以选择旅游鞋或者是登山鞋。围巾帽子最好都带着，可以起到抗风寒的作用。注意事项如果来到日本迪士尼乐园游玩的话需要注意的是提前来办好护照和签证，在当地的银行或者是饭店等正规的场所兑换交易的币种，而且是第一次来到日本游玩日本有很多特色的美食，如果品尝这些特色美食的话，很容易会引起水土不服，最好多备一些常用的肠胃药或者是感冒药。日本的旅馆提供的插头跟我们国家的插头不一样，所以需要我们在淘宝上购买一个插头转换器。但大部分的宾馆都是不提供洗浴用品的，说需要我们自己购买。	0	6
1	qid:1104502	五年多次往返日本签证	毕竟是你想要办理五年的签证，过去日本那边还是会有严格的要求，特别是资金方面，肯定要达到才能去办理的。如果自己认为办理起来有些困难，直接上网去各个大型的旅游网站内看看，都会帮忙代理的，提供下相关的资料，其他就不用管，费用肯定要贵点。	0	6
1	qid:1104502	五年多次往返日本签证	究竟会有多少人过去那边游玩，去往日本首先肯定要有资产证明，尤其是你打算办理五年的，肯定要超多的资产，证明肯定是不能缺少的。如果是夫妻多的话，那么提供一份没有多大问题。具体的你可以去官网内查询下，上面都有明细，提前准备好所有的资料很有必要。	0	6
1	qid:1157677	有没有坐船去韩国再到日本，6天都是在船上住的	坐游轮的话就是在船上住的，我就是。	0	6
1	qid:1157677	有没有坐船去韩国再到日本，6天都是在船上住的	有的啊，我们都是这样的，白天上去玩，晚上在船上睡。	0	6
1	qid:1157677	有没有坐船去韩国再到日本，6天都是在船上住的	邮轮游都是这样的，白天上岸玩，晚上在船上住。	0	6
1	qid:1011804	在日本上学，父母要来的话，是不是探亲签证？	申请探亲签证就行，通常跟经济条件并没多大关系。建议最好找学院的教授当保证人，通过率相对而言会高点。尤其是让父母前往参加入学典礼，还有毕业礼，基本上都是全部通过。提前需要准备好相关的资料，有指导教授的签名会更好点，处理起来也方便。	0	6
1	qid:1011804	在日本上学，父母要来的话，是不是探亲签证？	最好能够请动一个老师，根据此次探亲出据三书。这样通过率肯定会更多，而且办理起来也要更加方便。当然还可以拿着签证找到指导教授，或者平常跟你关系比较好点的老师都行，只要手中能够拿到出据三书，想要拿到探亲签证也是件特别容易的事情哦。	0	6
1	qid:1011804	在日本上学，父母要来的话，是不是探亲签证？	可以去帮父母申请探亲签证，建议提前找到知道教授帮忙做担保，这样通过率明显会更高点。同时也能让父母提前在国内办好自由行，其实现在只要准备好相关的资料，通过大使馆办理签证，审核通过之后很快就能拿到签证，去日本也不是件特别困恼的事情。	0	6
1	qid:1220847	应届毕业生无工作可以申请日本个人签证自由行吗？	没有工作也是可以去日本玩的。至于办理签证之类的问题，关于一些证明，你需要提供自己父母的，算是他们的收入，以及财产之类的情况，如果不相信的话，可以直接登陆日本驻咱们国家的大使馆，在上面会有工作人员给你解答的，你直接在线咨询一下就行。	0	6
1	qid:1220847	应届毕业生无工作可以申请日本个人签证自由行吗？	刚毕业的学生，没有正式工作的又想要去日本，想办理自己签证自由。只需要用自己父母一些资产方面的担保。整理父母的一些资料，做一下担保就可以了。	0	6
1	qid:1220847	应届毕业生无工作可以申请日本个人签证自由行吗？	通常是没什么问题的，没有收入的话，一般都是提供直系亲属也就是你老爸老妈的作为资产担保。年收入高于10万就可以了，最好让父母跟你一起去办理，需要银行流水，税单也OK。你还是去旅行社问一下比较放心，资料备齐了建议你让他们给你代为办理。	0	6
1	qid:1104499	去日本办签证要多久？	正常情况下是需要七个工作日的时间，去之前一定要注意检查把需要的材料带齐全，要不是不给办的。	0	6
1	qid:1104499	去日本办签证要多久？	按照以前的情况来看，只要你能够吧材料交齐，大概一个月就已经可以拿到签证啦。	0	6
1	qid:1137648	我是安徽户口，现在上海，目前还没有办理居住证，能在上海办理日本签证吗？ 	这个要看你具体申请的是哪种签证了。如果是公务的商务签证的话，公司会给你担保，不需要出示居住证或者暂住证。如果你是因为私人事物出境，在有日本朋友担保，同时银行存款超过十万元人民币的话，也不需要暂住证。但如果你是自我坐担保出境旅游的话，要提供的东西就多了，户口本原件，婚姻状况的证明，在职证明，银行存款超过十万等等，要是单位是上海的企业，就必须要暂住证了。	0	6
1	qid:1137648	我是安徽户口，现在上海，目前还没有办理居住证，能在上海办理日本签证吗？ 	可以的哦。只要是属于日本驻上海领事馆签证受理的范围内的省份，都可以向该领事馆提交签证申请，安徽省也符合要求，所以有没有上海暂住证(现在叫临时居住证)其实都没有关系。如果你想办暂住证也很快的，先跟房东去居委会把租房的合同备案，再去派出所申请暂住证就行了(带齐身份证和租房的合同)。	0	6
1	qid:1137648	我是安徽户口，现在上海，目前还没有办理居住证，能在上海办理日本签证吗？ 	办居住证至少要两个月哦，如果你赶时间，又没有居住证的话，可以先办理一个“临时居住证”，也就是以前人们说的暂住证，不过上海现在已经废除暂住证制度了。办理方法也很简单，跟房东约好，一起去居委会给房屋租赁备一下案，这个过程很快的，一般几十分钟就能搞定。接下来自己带好身份证和租赁合同，到房租所在地的派出所就能办了，运气好不用排队的话一天就能跑完全程。	0	6
1	qid:1197527	咨询日本自由行签证问题	石川现虽然说只是一个县，但是它相当于中国的一个省那么大。不知道你到底是要去石川县的哪个地方。如果你打算去县政#府的所在地金泽市的话。就从名古屋那里出发比较近。有几条线路可以到。从金泽到米原再到东京，大概需要4小时12分钟。还可以，从金泽到汤泽再到东京时间大概需要3小时47分钟。如果是从金泽到米原再到名古屋时间需要2小时25分钟。从大阪到名古屋的新干线时间都不会超过一个小时。如果走的是新干线从金泽到东京只需2小时28分。从金泽到大阪也只需65分钟就到了。	0	6
1	qid:1197527	咨询日本自由行签证问题	到日本的石川县，还是从东京出发比较近。因为石川县是位于日本州岛的东北部。石川县在它的东边相邻的有富山县，岐阜县，南面相邻是福井县，它的南部分是白山，中间的是属于平原地区。北边的半岛一直延伸到日本海。它距离东京的整个路程不是太远。坐车也就是3-4个小时的时间。其实也就是从日本的本州岛北部到东部的东京而已。	0	6
1	qid:1271789	日本三年多次往返签证	一个是要证明自己的收入情况，一般来说如果是没有满十万的存款，那这钱是要到回国之后才能够继续使用的，正常应该是不会有问题的，还有不明白的可以在网上看看。	0	6
1	qid:1271789	日本三年多次往返签证	这个应该是可行的，如果还是生不懂的可以网上看看。	0	6
1	qid:1074863	日本迪士尼乐园门票团购？日本迪士尼乐园门票价格？日本迪士尼乐园门票种类	日本迪士尼乐园门票团购日本迪士尼是八十年代建造而成的，被称作亚洲第一游乐园，它模仿美国迪士尼建造而成，规模庞大，风格有趣，深得人们喜爱，而在预订过程中，要按要求输入相应的准确信息，并且，在预订成功后，会收到邮件信息，在前往迪斯尼乐园之前，要将该份邮件打印出来，再到乐园门口去换取门票，然后入园，这张门票一定要在当天入园才有效。如果预订成功之后想要换票，应该在票券上寻找到换票的地点，去寻找换票的工作人员，出示力行凭证就可以兑换到迪士尼的入场券了。日本迪士尼乐园门票价格日本迪斯尼门票的价格性价比非常高，一定能够让游客相当满意，有各类节假日的特惠票、成人票、学生票等等，其中，成人票（东京迪斯尼+海洋乐园+2日票）每人需要868元，成人票（东京迪斯尼+海洋乐园+3日票）每人需要1199元，成人票（东京迪斯尼+海洋乐园+4日票）每人需要1478元；而学生票（东京迪斯尼+海洋乐园+2日票）每人需要761元，学生票（东京迪斯尼+海洋乐园+3日票）每人需要1019元，学生票（东京迪斯尼+海洋乐园+4日票）每人需要1372元；儿童票（东京迪斯尼+海洋乐园+2日票）每人需要567元，儿童票（东京迪斯尼+海洋乐园+3日票）每人需要757元，儿童票（东京迪斯尼+海洋乐园+4日票）每人需要1001元，而老人票价格相对较低，每人需要440元。日本迪士尼乐园门票种类日本迪士尼乐园推出的门票种类也很合理，有惠及老人的老人票、成年票以及青少年票，如果想要自行打印票券的游客可以预订无需打印的门票，如果需要售票方帮忙打印票券的游客就要预订需要打印的门票，各类门票性价比都非常高，一定能够让游客满意。	0	6
1	qid:1089801	暑假去日本天气，日本暑假温度，平均气温	暑假快到了，小伙伴还在发愁暑假去哪里玩吗？不错，现在小编要为小伙伴们推荐日本，那么暑假去日本天气，温度，平均气温如何呢。现在小编告诉大家哦。日本气候日本地处海洋的包围之中，属温带海洋性季风气候，但由于狭长，纵贯热带、温带和寒带3个气候带，再加之受大陆和海洋气候的双重影响，气候变化较大，四季分明。夏季全国气温普遍较高，降水充沛。夏季常受台风吹袭。日本是世界上降水量较多的地区。主要原因包括了日本海侧地区冬季的降雪；6、7月（冲绳、奄美为5、6月）间连绵不断的梅雨；以及夏季到秋季登陆或接近日本的台风。日本暑假平均温度是23度~29度，，白天平均29度，建议穿棉麻面料的衬衫、薄长裙、薄T恤等清凉透气的衣服。夜间平均23度，建议穿棉麻面料的衬衫、薄长裙、薄T恤等清凉透气的衣服。对啦，暑假你要去日本建议去东京迪斯尼景点简介东京迪斯尼有两大主题乐园，七座舒适的大饭店，以及其它购物娱乐设施所组成的欢乐世界。是大人找回童真，小孩寻找快乐的地方。	0	6
1	qid:1060266	帶小孩出游在日本訂房問題	日本好多酒店是以六周岁为界限的，如果孩子过了六周岁的话就必须要占床。	0	6
1	qid:1060266	帶小孩出游在日本訂房問題	日本的话，对人数的要求是比较严格的，不像国内。几个人就是要住几个屋子不能更改。	0	6
1	qid:1060266	帶小孩出游在日本訂房問題	这个要看老板的规定了，每一家都不一样，需要视情况而定。	0	6
1	qid:1114148	请问，在日本签证到期日的前一天出发去日本，可以吗？	小妹在日本留学的时候他说那边还是很不错的，我也去过几次护照只要在规定的时间内都是不受限制的，不过你要确定你的时间对否跟你的行程对的上，现在出国安检都是很严格的，你最好之前在网上查一查什么能带那些事禁止带的，祝你旅途非常愉快。	0	6
1	qid:1223589	9月份和爱人去日本青岛出发	预算在两万元，想要在日本游玩，事先肯定要做好详细的出行规划。通常经典的游玩路线应该是过去大阪，还有京都等各个地方，其中最不容错失的莫过于神户。非常具有特色的去处，可以先到名古屋留下足迹，沿途还会经过白川乡，风景优美，游客的数量也少。	0	6
1	qid:1223589	9月份和爱人去日本青岛出发	搞不懂，日本那边有啥好玩的去处呢？为什么身边会有这么多人想要过去那边旅行。其实我在网上做了很多的攻略，不过看来看去觉得特别郁闷，最终还是没有发现何处会是必去的地方，麻烦你们去游玩好以后来到这里写个反馈，到时候我在决定是否要过去。	0	6
1	qid:1186689	日本京都坐新干线到东京凯悦酒店	还是思明南路那边离得比较的近。	0	6
1	qid:1186689	日本京都坐新干线到东京凯悦酒店	在地理位置上面来说思明南路会比码头距离更近一点，但是在交通方式上面我觉得曾厝垵又比思明南路更加方便，因为这边有中巴车可以直接到国际邮轮码头，就不用你打车或者是转车了。	0	6
1	qid:1186689	日本京都坐新干线到东京凯悦酒店	鉴于你是外地游客的原因，所以你从国际邮轮中心出发坐船是最方便的，而且你到鼓浪屿的话直接到站名三秋田码头下就可以了，往返票也就只要35块钱一个人，如果你能在网上提前把票买好的话会更加的便宜，如果你是过下午5:30的话就只能到轮渡码头2号厅那边买票坐船了，但是也是可以到三秋田码头的。	0	6
1	qid:1197493	我有过一次日本签证，第二次办理的相关问题	不跟团当然可以啦。签证还挺好办的。不过要找好一点的旅行社代办签证。	0	6
1	qid:1197493	我有过一次日本签证，第二次办理的相关问题	办签证的话你要年收入不低于10万，还要有车子、房子这之类的固定资产。不跟团是可以的。希望我的回答能帮到你。	0	6
1	qid:1197493	我有过一次日本签证，第二次办理的相关问题	会有很多规定，详细的你可以自己看一下，符合规定了，你就可以办了。	0	6
1	qid:1276134	咨询日本东京、京都、大阪都能用的交通卡	如果在东京呆得比较久就考虑一下西瓜卡哈，如果是到大阪或者京都就要用icoca了，这两种卡都是没有优惠的哦，只是比较方便使用而已，这个卡也可以用来买东西和乘坐巴士的呢。	0	6
1	qid:1276134	咨询日本东京、京都、大阪都能用的交通卡	最好要买一张西瓜卡哦，到哪里都是比较方便的哈，如果要到大阪去就要办理巴士卡了哦。	0	6
1	qid:1276134	咨询日本东京、京都、大阪都能用的交通卡	比较推荐你买西瓜卡哦，这张卡不管去哪里都是可以通用的呢，很方便的。	0	6
1	qid:1220861	日本签证三年如何办理	想要前往日本那边旅行，办理三年的签证其实需要准备的东西跟一次的没有多大区别。这个的年收入是有规定的，必须要超过二十五元以上才行，同时也要提供自己的在职证明，如果你是第一次前往，要在冲绳那边小住一晚，还有记录要好，整理好以后就能给大使馆内提交，等待着签证官的审核了。	0	6
1	qid:1220861	日本签证三年如何办理	没办过，但是我也听说过，至于具体需要一些什么材料，我确实不太清楚了，但是我听说有一个要求是年薪超过10万的税单哦。你也可以提供你的银行卡流水，反正就是要知道你的收入情况这样的。材料这些，建议你还是到旅行社打听，或者邮件到大使馆看看。	0	6
1	qid:1251901	我有日本三年签证，去泰国还要签证吗	去泰国是需要办理签证的，还需要带着两万块钱的落地签。因为他会检查，如果你没有的话肯定不能进。你说，对不对呀？	0	6
1	qid:1251901	我有日本三年签证，去泰国还要签证吗	你有日本的签证跟泰国没有关系，当然要办理泰国签证，这一定要提前办理好，签证一定要提前办理好，祝你旅途愉快。	0	6
1	qid:1251901	我有日本三年签证，去泰国还要签证吗	日本的签证并不针对于去泰国就免签，所以去泰国需要办理签证。提前一天办理好签证，省得到时候麻烦，你说是不是？	0	6
1	qid:1025385	日本哪里有二手茶具买	我以前住过东京新宿，卖茶具的真的太多了，我给你推荐几个吧。	0	6
1	qid:1025385	日本哪里有二手茶具买	我没大关注过这个，不过我朋友说最好去中古店，那个点好像加正规一点。	0	6
1	qid:1220882	日本东京环球影城好玩吗？	东京这边应该没有环球影城吧，说的这个环球影城应该是在大阪那边，而东京最出名的游玩之地就是迪士尼，感觉东京的迪士尼里面的各项设施非常的齐全，而且特别的好玩，至于说环球影城，虽然没有去过，但是听朋友介绍，里面也是很不错的，所以非常值得游玩。	0	6
1	qid:1220882	日本东京环球影城好玩吗？	上个周刚刚从那边游玩了一圈回来感觉这个影视城还是蛮有特色的，我们还在那边拍了好多的照片，而且东京除了这个景点之外还有别的一些景点，像是比较著名的迪士尼乐园，所以我建议你如果来日本东京旅游的话，可以多安排几天好好的游玩，这里的美丽景色。	0	6
1	qid:1286313	日本有哪一些地方的香道产品和设计做的比较好？	我不了解，这些产品和设计。	0	6
1	qid:1286313	日本有哪一些地方的香道产品和设计做的比较好？	日本的香道有100多个流派，大体分为“御家流”与“志野流”。前者是贵族流派，图风雅，重气氛，香具豪华，程式繁中求柔；后者是武家（士）流派，重精神修养，香具简朴，程式简中有刚。我们所参观的“直心流”香道属武家流派。	0	6
1	qid:1261868	日本关西机场如何到日本环球影城？	其实我觉得你可以直接坐大巴过去的，我感觉坐大巴还是挺不错的，不过他用的时间还是有一点点多的呀，或者你也可以直接坐电车的，我感觉电车也还是挺好的，他和大巴用的时间也是差不多的。，所以具体坐什么车过去的话还是得看你自己的习惯了，反正如果是我的话，哪个车先到我的面前我就会先坐那个车。	0	6
1	qid:1261868	日本关西机场如何到日本环球影城？	你在那边是可以直接买到环球城那边的票的了，但是你好像在中途还是需要换一条路线吧，我觉得还是挺麻烦的呢。	0	6
1	qid:1257522	三月一号去日本，怎么办签证？	如果您是跟团去旅游的话，旅行社会帮你解决的，当你一定要注意带好您的相关证件，这是办签证需要的材料，不过一般都要进行收费的哦。	0	6
1	qid:1257522	三月一号去日本，怎么办签证？	你应该是自己一个人去旅游的吧，因为日本领事馆不会单独办理这项业务的可能有点麻烦，所以你也可以找别人代办的。	0	6
1	qid:1251905	日本大阪3天东京2天自由行交通问题	在交通方面，我们可以在关西机场乘坐，机场里面的巴士，然后去大阪站。也可以乘坐JR関空快速。在交通方面都是非常方便的。	0	6
1	qid:1251905	日本大阪3天东京2天自由行交通问题	我们可以从大阪的洲际酒店出发，步行去JR大阪站，大约需要五分钟就可以到达，到达之后在这里乘坐空港利木津巴士。	0	6
1	qid:1251905	日本大阪3天东京2天自由行交通问题	推荐游客可以从关西机场出发，乘坐大阪的巴士，游客也可以乘坐JR関空快速。然后到达新大阪之后再换乘去东京的新干线。	0	6
1	qid:1202879	询：日本过境签、问东京？	你可以选择万达的酒店，这些酒店的性价比都会比较高。	0	6
1	qid:1202879	询：日本过境签、问东京？	汉口有很多酒店，比明珠豪生酒店，它就在市政#府附近。长海酒店，晴川假日酒店，这些酒店都很好，而且都有江景房。	0	6
1	qid:1207360	日本东京交通问题咨询	您可以从昆明站北京路乘坐25路公交车在环城南路下车，之后换乘k17路到东部公交站方向下车。希望能帮到您。	0	6
1	qid:1207360	日本东京交通问题咨询	一般情况是又机场直接到客运站的车的呢，您可以稍微注意一下车的班次就是了，不要错过啦。	0	6
1	qid:1251908	第一次去日本，想去东京和京都	如果你是第一次去日本的话，并且你想去东京以及京都，这两个地方都在新干线上，从东京坐新干线只需要两个小时就可以到达京都。	0	6
1	qid:1251908	第一次去日本，想去东京和京都	如果去日本游玩的话，我建议您至少安排一个星期的时间来游玩，并且东京和京都都在新干线上，所以在两地往返还是很方便的。	0	6
1	qid:1228780	日本购物去大阪好还是东京好？	踏板和东京这两个地方购买东西都挺方便的，但是要论性价比的话还是大阪这里更高一些。东京近来旅游业发展过于迅速，所以这里的商业化十分严重，同样的东西在东京这里都要比大阪贵好多，而且大阪这里的景点也比东京那里要好得多。因为东京是日本的首都，所以经济花费要比这里高，但是要论起居住和旅游的话还是大阪和京都要比东京好。	0	6
1	qid:1228780	日本购物去大阪好还是东京好？	两个城市之间的一些商品价格都是差不多的，不过要是论购物在哪里更方便一些，我觉得还是东京吧。东京这里毕竟是日本的首都，交通便利，而且大商场也多，有很多奢侈品和大品牌在这里都能够买到，而大阪相对于东京来说，这里的经济条件更低一些。但是你要是想买一些更具有日本特色的东西在大阪这里更方便一些，因为这些地级市的城市比起大都市来说，能更感受到本土特色。	0	6
1	qid:1228114	去日本韩国釜山济州长崎邮轮签证问题？	你自己在报团的时候都已经包括了这个游轮的行程，所以在办理手续的时候如果需要你这方提供什么手续肯定都会直接去通知到你的，如果没有通知，那就说明旅行团这边肯定是用自己的方式把这个手续给办理下来了，而且在递交材料的时候如果距离比较远也可以用快递的方式，在寄快递的时候跟小哥说一下是贵重物品，然后他们小心保管就好了。	0	6
1	qid:1228114	去日本韩国釜山济州长崎邮轮签证问题？	大陆居民到济州岛游玩是免签证的，但是去日本和韩国的其他地方是要办理签证的。根据签证的相关规定，在办理韩国或者是日本签证时，都必须提供自己的身份资料证明和一些资产证明。不过现在办理这两个国家的签证都必须找代理进行办理，个人是不受理的，所以你最好是找一些比较靠谱的代理点。提前向他们咨询一下情况，出去游玩的话，签证还是尽早办理好。	0	6
1	qid:1228114	去日本韩国釜山济州长崎邮轮签证问题？	按照一般的情况来说，到日本和韩国这两个国家都是要办理签证的区，到这来玩的话最好是提前一两个时间把签证给办好。但是你们要是坐游轮的话，情况可能会有些不同。有的地方可以不用办理签证，具体的详细信息你可以再你们预定邮轮的网页内去查找一下，上面应该有详细的信息。你细致的看一下关于签证这方面的要求，是他们帮你们办理还是免签，或者是你们自己办理。	0	6
1	qid:1267828	请问单身女士申请日本签证好办吗？	单身女士申请日本签证，你可以找当地的旅行社帮你办理。这样的话比较方便	0	6
1	qid:1267828	请问单身女士申请日本签证好办吗？	办理日本签证的话你只需要把相关东西准备好，其他的不会有影响的。	0	6
1	qid:1267828	请问单身女士申请日本签证好办吗？	你可以在当地找一下旅行社，让他们给你办理一下。一般情况下都是可以办理日本签证的。	0	6
1	qid:1200175	日本9日，京都，奈良，大阪，京都。交通问题	没有网上说的那么可怕，所以你不用担心。他这里只有20多个人传染了，而且已经做好了隔离治疗，所以你如果要来这边游玩的话，是没有关系的。	0	6
1	qid:1200175	日本9日，京都，奈良，大阪，京都。交通问题	你只要出门的时候带好口罩，做好保护措施就没有什么关系。而且你不要太过于相信网上说的那些谣言，并没有他们说的那么严重和可怕。	0	6
1	qid:1200175	日本9日，京都，奈良，大阪，京都。交通问题	最重要的是要提高个人的免疫力，如果你免疫力强的话，就不用担心会被传染麻疹了。而且你出门的时候最好戴上口罩，防止传染，其他的大问题并没有。	0	6
1	qid:1135676	年收入未达到10万，能申请日本签证吗？	可以的，如果你想申请签证的话。不一定非要看你个人收入的多少。很多方面都要放在一起综合来看的。所以说你想申请的话，可以试一试。	0	6
